Answer using only only word - crab apple or hocky ball and not grapefruit. Which is more similar in meaning to grapefruit?,Crab apple
Answer using only only word - croquet ball or Granny Smith apple and not hocky ball. Which is more similar in meaning to hocky ball?,Croquet ball
Answer using only only word - wiffle ball or bowling ball and not MacIntosh apple. Which is more similar in meaning to MacIntosh apple?,apple
Answer using only only word - beach ball or wiffle ball and not blueberry. Which is more similar in meaning to blueberry?,beach ball
Answer using only only word - clementine or softball and not beach ball. Which is more similar in meaning to beach ball?,Softball
Answer using only only word - Granny Smith apple or wiffle ball and not pumpkin. Which is more similar in meaning to pumpkin?,wiffle ball
Answer using only only word - orange or rubber ball and not soccer ball. Which is more similar in meaning to soccer ball?,Orange
Answer using only only word - bowling ball or onion and not yoga ball. Which is more similar in meaning to yoga ball?,Bowling ball
Answer using only only word - marble or pingpong ball and not pea. Which is more similar in meaning to pea?,Marble
Answer using only only word - squash ball or MacIntosh apple and not pea. Which is more similar in meaning to pea?,MacIntosh apple
Answer using only only word - croquet ball or bowling ball and not lime. Which is more similar in meaning to lime?,Croquet ball
Answer using only only word - crab apple or pingpong ball and not baseball. Which is more similar in meaning to baseball?,Crab apple
Answer using only only word - nectarine or orange and not bowling ball. Which is more similar in meaning to bowling ball?,Nectarine
Answer using only only word - soccer ball or volleyball and not wiffle ball. Which is more similar in meaning to wiffle ball?,soccer ball
Answer using only only word - yoga ball or cherry and not golfball. Which is more similar in meaning to golfball?,Cherry
Answer using only only word - softball or bowling ball and not walnut. Which is more similar in meaning to walnut?,Bowling ball
Answer using only only word - soccer ball or onion and not brussel sprout. Which is more similar in meaning to brussel sprout?,onion
Answer using only only word - squash ball or volleyball and not grape. Which is more similar in meaning to grape?,ball
Answer using only only word - clementine or marble and not cantaloupe. Which is more similar in meaning to cantaloupe?,Clementine
Answer using only only word - rubber ball or soccer ball and not grapefruit. Which is more similar in meaning to grapefruit?,ball
Answer using only only word - wiffle ball or brussel sprout and not golfball. Which is more similar in meaning to golfball?,wiffle ball
Answer using only only word - globe or orange and not medicine ball. Which is more similar in meaning to medicine ball?,globe
Answer using only only word - globe or olive and not volleyball. Which is more similar in meaning to volleyball?,olive
Answer using only only word - olive or beach ball and not medicine ball. Which is more similar in meaning to medicine ball?,Olive
Answer using only only word - globe or radish and not baseball. Which is more similar in meaning to baseball?,"---------

globe"
Answer using only only word - MacIntosh apple or clementine and not cherry. Which is more similar in meaning to cherry?,Clementine
Answer using only only word - clementine or orange and not onion. Which is more similar in meaning to onion?,clementine
Answer using only only word - billiard ball or radish and not croquet ball. Which is more similar in meaning to croquet ball?,billiard ball
Answer using only only word - croquet ball or medicine ball and not pea. Which is more similar in meaning to pea?,ball
Answer using only only word - croquet ball or grape and not medicine ball. Which is more similar in meaning to medicine ball?,grape
Answer using only only word - lemon or hocky ball and not wiffle ball. Which is more similar in meaning to wiffle ball?,hockey ball
Answer using only only word - walnut or cantaloupe and not bowling ball. Which is more similar in meaning to bowling ball?,walnut
Answer using only only word - wiffle ball or lemon and not tennis ball. Which is more similar in meaning to tennis ball?,wiffle ball
Answer using only only word - blueberry or onion and not cantaloupe. Which is more similar in meaning to cantaloupe?,Blueberry
Answer using only only word - grape or orange and not volleyball. Which is more similar in meaning to volleyball?,grape
Answer using only only word - crab apple or kiwi and not billiard ball. Which is more similar in meaning to billiard ball?,Kiwi
Answer using only only word - cantaloupe or grape and not yoga ball. Which is more similar in meaning to yoga ball?,grape
Answer using only only word - rubber ball or clementine and not bowling ball. Which is more similar in meaning to bowling ball?,rubber ball
Answer using only only word - medicine ball or basketball and not kiwi. Which is more similar in meaning to kiwi?,Basketball
Answer using only only word - brussel sprout or softball and not lime. Which is more similar in meaning to lime?,brussel sprout
Answer using only only word - blueberry or medicine ball and not kiwi. Which is more similar in meaning to kiwi?,Blueberry
Answer using only only word - crab apple or basketball and not soccer ball. Which is more similar in meaning to soccer ball?,Basketball
Answer using only only word - lime or pingpong ball and not cantaloupe. Which is more similar in meaning to cantaloupe?,Pingpong ball
Answer using only only word - peach or hocky ball and not brussel sprout. Which is more similar in meaning to brussel sprout?,Peach
Answer using only only word - clementine or beach ball and not volleyball. Which is more similar in meaning to volleyball?,beach ball
Answer using only only word - pingpong ball or billiard ball and not yoga ball. Which is more similar in meaning to yoga ball?,pingpong ball
Answer using only only word - soccer ball or crab apple and not blueberry. Which is more similar in meaning to blueberry?,soccer ball
Answer using only only word - plum or lime and not crab apple. Which is more similar in meaning to crab apple?,plum
Answer using only only word - lemon or Granny Smith apple and not plum. Which is more similar in meaning to plum?,Lemon
Answer using only only word - hocky ball or soccer ball and not tennis ball. Which is more similar in meaning to tennis ball?,Hocky ball
Answer using only only word - Granny Smith apple or orange and not pingpong ball. Which is more similar in meaning to pingpong ball?,There is no word that has a similar meaning to pingpong ball
Answer using only only word - walnut or olive and not bowling ball. Which is more similar in meaning to bowling ball?,walnut
Answer using only only word - Granny Smith apple or globe and not squash ball. Which is more similar in meaning to squash ball?,apple
Answer using only only word - pea or rubber ball and not soccer ball. Which is more similar in meaning to soccer ball?,pea
Answer using only only word - blueberry or MacIntosh apple and not plum. Which is more similar in meaning to plum?,Blueberry
Answer using only only word - radish or Granny Smith apple and not golfball. Which is more similar in meaning to golfball?,Radish
Answer using only only word - tomato or grape and not pea. Which is more similar in meaning to pea?,Tomato and pea are both fruits
Answer using only only word - squash ball or radish and not cherry. Which is more similar in meaning to cherry?,Ball
Answer using only only word - tomato or squash ball and not crab apple. Which is more similar in meaning to crab apple?,Tomato
Answer using only only word - soccer ball or billiard ball and not squash ball. Which is more similar in meaning to squash ball?,soccer ball
Answer using only only word - yoga ball or crab apple and not peach. Which is more similar in meaning to peach?,Crab apple
Answer using only only word - grape or tennis ball and not olive. Which is more similar in meaning to olive?,grape
Answer using only only word - golfball or lime and not Granny Smith apple. Which is more similar in meaning to Granny Smith apple?,golfball
Answer using only only word - orange or beach ball and not basketball. Which is more similar in meaning to basketball?,beach ball
Answer using only only word - orange or kiwi and not bowling ball. Which is more similar in meaning to bowling ball?,Orange
Answer using only only word - peach or marble and not baseball. Which is more similar in meaning to baseball?,peach
Answer using only only word - lemon or peach and not tennis ball. Which is more similar in meaning to tennis ball?,Lemon
Answer using only only word - cantaloupe or cherry and not peach. Which is more similar in meaning to peach?,Cherry
Answer using only only word - crab apple or croquet ball and not orange. Which is more similar in meaning to orange?,Crab apples are more similar in meaning to oranges
Answer using only only word - walnut or blueberry and not pea. Which is more similar in meaning to pea?,Walnut
Answer using only only word - yoga ball or wiffle ball and not radish. Which is more similar in meaning to radish?,Wiffle ball
Answer using only only word - lime or croquet ball and not globe. Which is more similar in meaning to globe?,lime
Answer using only only word - onion or wiffle ball and not cantaloupe. Which is more similar in meaning to cantaloupe?,onion
Answer using only only word - softball or lime and not pumpkin. Which is more similar in meaning to pumpkin?,softball
Answer using only only word - lime or clementine and not grape. Which is more similar in meaning to grape?,ciaran
Answer using only only word - lime or walnut and not baseball. Which is more similar in meaning to baseball?,lime
Answer using only only word - olive or golfball and not brussel sprout. Which is more similar in meaning to brussel sprout?,Golfball
Answer using only only word - yoga ball or kiwi and not medicine ball. Which is more similar in meaning to medicine ball?,yoga ball
Answer using only only word - tennis ball or softball and not marble. Which is more similar in meaning to marble?,Tennis ball
Answer using only only word - hocky ball or yoga ball and not nectarine. Which is more similar in meaning to nectarine?,yoga ball
Answer using only only word - grape or tomato and not billiard ball. Which is more similar in meaning to billiard ball?,Grape
Answer using only only word - squash ball or beach ball and not pingpong ball. Which is more similar in meaning to pingpong ball?,Beach ball
Answer using only only word - radish or orange and not olive. Which is more similar in meaning to olive?,Radish
Answer using only only word - globe or croquet ball and not onion. Which is more similar in meaning to onion?,Globe
Answer using only only word - croquet ball or softball and not pumpkin. Which is more similar in meaning to pumpkin?,croquet ball
Answer using only only word - pingpong ball or plum and not clementine. Which is more similar in meaning to clementine?,plum
Answer using only only word - MacIntosh apple or lime and not peach. Which is more similar in meaning to peach?,apple
Answer using only only word - cherry or tennis ball and not grapefruit. Which is more similar in meaning to grapefruit?,Cherry
Answer using only only word - croquet ball or marble and not tennis ball. Which is more similar in meaning to tennis ball?,Marble
Answer using only only word - soccer ball or marble and not beach ball. Which is more similar in meaning to beach ball?,marble
Answer using only only word - tomato or cantaloupe and not peach. Which is more similar in meaning to peach?,Very difficult to answer
Answer using only only word - beach ball or super ball and not clementine. Which is more similar in meaning to clementine?,Clementine is most similar in meaning to beach ball
Answer using only only word - yoga ball or walnut and not beach ball. Which is more similar in meaning to beach ball?,yoga ball
Answer using only only word - billiard ball or clementine and not squash ball. Which is more similar in meaning to squash ball?,Clementine
Answer using only only word - soccer ball or baseball and not beach ball. Which is more similar in meaning to beach ball?,soccer ball
Answer using only only word - cherry or peach and not grape. Which is more similar in meaning to grape?,Cherry
Answer using only only word - Granny Smith apple or MacIntosh apple and not pumpkin. Which is more similar in meaning to pumpkin?,Granny Smith apple
Answer using only only word - volleyball or lemon and not Granny Smith apple. Which is more similar in meaning to Granny Smith apple?,Lemon
Answer using only only word - softball or beach ball and not rubber ball. Which is more similar in meaning to rubber ball?,Softball
Answer using only only word - clementine or pingpong ball and not beach ball. Which is more similar in meaning to beach ball?,Clementine
Answer using only only word - lime or plum and not grape. Which is more similar in meaning to grape?,Lime is more similar in meaning to grape
Answer using only only word - wiffle ball or squash ball and not walnut. Which is more similar in meaning to walnut?,Squash ball
Answer using only only word - orange or grapefruit and not marble. Which is more similar in meaning to marble?,orange
Answer using only only word - wiffle ball or softball and not pea. Which is more similar in meaning to pea?,Softball
Answer using only only word - crab apple or softball and not watermelon. Which is more similar in meaning to watermelon?,crab apple
Answer using only only word - pumpkin or golfball and not medicine ball. Which is more similar in meaning to medicine ball?,Pumpkin
Answer using only only word - onion or hocky ball and not clementine. Which is more similar in meaning to clementine?,Onion
Answer using only only word - yoga ball or clementine and not marble. Which is more similar in meaning to marble?,Clementine
Answer using only only word - baseball or kiwi and not super ball. Which is more similar in meaning to super ball?,baseball
Answer using only only word - super ball or walnut and not brussel sprout. Which is more similar in meaning to brussel sprout?,walnut
Answer using only only word - billiard ball or tennis ball and not golfball. Which is more similar in meaning to golfball?,tennis ball
Answer using only only word - cherry or wiffle ball and not softball. Which is more similar in meaning to softball?,Cherry
Answer using only only word - volleyball or basketball and not kiwi. Which is more similar in meaning to kiwi?,fruit
Answer using only only word - pingpong ball or cherry and not lemon. Which is more similar in meaning to lemon?,Cherry
Answer using only only word - olive or nectarine and not globe. Which is more similar in meaning to globe?,Nectarine
Answer using only only word - pingpong ball or wiffle ball and not pumpkin. Which is more similar in meaning to pumpkin?,Wiffle ball
Answer using only only word - croquet ball or brussel sprout and not blueberry. Which is more similar in meaning to blueberry?,croquet ball
Answer using only only word - kiwi or onion and not golfball. Which is more similar in meaning to golfball?,Onion
Answer using only only word - beach ball or softball and not cherry. Which is more similar in meaning to cherry?,beach ball
Answer using only only word - hocky ball or peach and not volleyball. Which is more similar in meaning to volleyball?,Ball
Answer using only only word - lemon or watermelon and not blueberry. Which is more similar in meaning to blueberry?,Lemon
Answer using only only word - blueberry or cantaloupe and not super ball. Which is more similar in meaning to super ball?,Blueberry
Answer using only only word - marble or squash ball and not MacIntosh apple. Which is more similar in meaning to MacIntosh apple?,Marble
Answer using only only word - softball or billiard ball and not rubber ball. Which is more similar in meaning to rubber ball?,softball
Answer using only only word - brussel sprout or wiffle ball and not walnut. Which is more similar in meaning to walnut?,wiffle ball
Answer using only only word - medicine ball or pea and not Granny Smith apple. Which is more similar in meaning to Granny Smith apple?,Pea
Answer using only only word - bowling ball or lemon and not crab apple. Which is more similar in meaning to crab apple?,bowling ball
Answer using only only word - kiwi or pea and not crab apple. Which is more similar in meaning to crab apple?,Kiwi
Answer using only only word - hocky ball or beach ball and not onion. Which is more similar in meaning to onion?,Hockey ball
Answer using only only word - pumpkin or pingpong ball and not lime. Which is more similar in meaning to lime?,pumpkin
Answer using only only word - beach ball or watermelon and not tomato. Which is more similar in meaning to tomato?,Watermelon
Answer using only only word - Granny Smith apple or squash ball and not clementine. Which is more similar in meaning to clementine?,apple
Answer using only only word - pumpkin or basketball and not bowling ball. Which is more similar in meaning to bowling ball?,pumpkin
Answer using only only word - yoga ball or grape and not nectarine. Which is more similar in meaning to nectarine?,grape
Answer using only only word - lemon or MacIntosh apple and not tomato. Which is more similar in meaning to tomato?,lemon
Answer using only only word - beach ball or golfball and not MacIntosh apple. Which is more similar in meaning to MacIntosh apple?,beach ball
Answer using only only word - cherry or plum and not grape. Which is more similar in meaning to grape?,Cherry
Answer using only only word - cantaloupe or softball and not cherry. Which is more similar in meaning to cherry?,cantaloupe
Answer using only only word - billiard ball or plum and not rubber ball. Which is more similar in meaning to rubber ball?,Plum
Answer using only only word - lime or bowling ball and not grape. Which is more similar in meaning to grape?,Lime
Answer using only only word - volleyball or tomato and not walnut. Which is more similar in meaning to walnut?,Volleyball and tomato are not similar in meaning
Answer using only only word - marble or Granny Smith apple and not kiwi. Which is more similar in meaning to kiwi?,marble
Answer using only only word - pingpong ball or brussel sprout and not pumpkin. Which is more similar in meaning to pumpkin?,Brussel sprout
Answer using only only word - crab apple or billiard ball and not orange. Which is more similar in meaning to orange?,Crab apple
Answer using only only word - pumpkin or olive and not cantaloupe. Which is more similar in meaning to cantaloupe?,pumpkin
Answer using only only word - beach ball or plum and not soccer ball. Which is more similar in meaning to soccer ball?,plum
Answer using only only word - lemon or golfball and not pea. Which is more similar in meaning to pea?,Lemon
Answer using only only word - Granny Smith apple or tomato and not squash ball. Which is more similar in meaning to squash ball?,Tomato
Answer using only only word - tennis ball or yoga ball and not orange. Which is more similar in meaning to orange?,Tennis ball
Answer using only only word - radish or pingpong ball and not hocky ball. Which is more similar in meaning to hocky ball?,pingpong ball
Answer using only only word - MacIntosh apple or basketball and not pea. Which is more similar in meaning to pea?,Apple
Answer using only only word - nectarine or radish and not globe. Which is more similar in meaning to globe?,Nectarine
Answer using only only word - tomato or cantaloupe and not beach ball. Which is more similar in meaning to beach ball?,cantaloupe
Answer using only only word - globe or marble and not nectarine. Which is more similar in meaning to nectarine?,Marble
Answer using only only word - Granny Smith apple or hocky ball and not rubber ball. Which is more similar in meaning to rubber ball?,Hocky ball
Answer using only only word - tennis ball or grape and not volleyball. Which is more similar in meaning to volleyball?,tennis ball
Answer using only only word - lemon or grapefruit and not cherry. Which is more similar in meaning to cherry?,Lemon
Answer using only only word - lemon or globe and not tomato. Which is more similar in meaning to tomato?,Lemon
Answer using only only word - basketball or brussel sprout and not crab apple. Which is more similar in meaning to crab apple?,Bru
Answer using only only word - onion or wiffle ball and not medicine ball. Which is more similar in meaning to medicine ball?,Onion
Answer using only only word - wiffle ball or yoga ball and not clementine. Which is more similar in meaning to clementine?,yoga ball
Answer using only only word - MacIntosh apple or tennis ball and not medicine ball. Which is more similar in meaning to medicine ball?,MacIntosh apple
Answer using only only word - billiard ball or crab apple and not tomato. Which is more similar in meaning to tomato?,Crab apple
Answer using only only word - watermelon or plum and not orange. Which is more similar in meaning to orange?,plum
Answer using only only word - rubber ball or kiwi and not radish. Which is more similar in meaning to radish?,kiwi
Answer using only only word - billiard ball or soccer ball and not globe. Which is more similar in meaning to globe?,ball
Answer using only only word - billiard ball or cherry and not baseball. Which is more similar in meaning to baseball?,Cherry
Answer using only only word - cantaloupe or globe and not nectarine. Which is more similar in meaning to nectarine?,Cantaloupe
Answer using only only word - hocky ball or plum and not bowling ball. Which is more similar in meaning to bowling ball?,hocky ball
Answer using only only word - olive or plum and not radish. Which is more similar in meaning to radish?,olive
Answer using only only word - marble or crab apple and not peach. Which is more similar in meaning to peach?,Marble
Answer using only only word - MacIntosh apple or grapefruit and not wiffle ball. Which is more similar in meaning to wiffle ball?,apple
Answer using only only word - golfball or globe and not rubber ball. Which is more similar in meaning to rubber ball?,globe
Answer using only only word - plum or billiard ball and not kiwi. Which is more similar in meaning to kiwi?,Plum
Answer using only only word - orange or yoga ball and not medicine ball. Which is more similar in meaning to medicine ball?,Yoga ball
Answer using only only word - bowling ball or baseball and not radish. Which is more similar in meaning to radish?,bowling ball
Answer using only only word - walnut or kiwi and not golfball. Which is more similar in meaning to golfball?,Walnut
Answer using only only word - clementine or marble and not golfball. Which is more similar in meaning to golfball?,clementine
Answer using only only word - softball or basketball and not plum. Which is more similar in meaning to plum?,softball
Answer using only only word - kiwi or nectarine and not bowling ball. Which is more similar in meaning to bowling ball?,Kiwi
Answer using only only word - pingpong ball or wiffle ball and not basketball. Which is more similar in meaning to basketball?,pingpong ball
Answer using only only word - tennis ball or Granny Smith apple and not volleyball. Which is more similar in meaning to volleyball?,tennis ball
Answer using only only word - croquet ball or hocky ball and not super ball. Which is more similar in meaning to super ball?,Croquet ball
Answer using only only word - plum or lime and not kiwi. Which is more similar in meaning to kiwi?,Plum
Answer using only only word - wiffle ball or blueberry and not crab apple. Which is more similar in meaning to crab apple?,blueberry
Answer using only only word - beach ball or cantaloupe and not billiard ball. Which is more similar in meaning to billiard ball?,beach ball
Answer using only only word - medicine ball or tennis ball and not croquet ball. Which is more similar in meaning to croquet ball?,medicine ball
Answer using only only word - clementine or soccer ball and not orange. Which is more similar in meaning to orange?,Clementine
Answer using only only word - grape or squash ball and not croquet ball. Which is more similar in meaning to croquet ball?,grape
Answer using only only word - radish or wiffle ball and not lime. Which is more similar in meaning to lime?,Radish
Answer using only only word - marble or beach ball and not lemon. Which is more similar in meaning to lemon?,Marble
Answer using only only word - Granny Smith apple or beach ball and not globe. Which is more similar in meaning to globe?,beach ball
Answer using only only word - lemon or blueberry and not medicine ball. Which is more similar in meaning to medicine ball?,blueberry
Answer using only only word - bowling ball or peach and not rubber ball. Which is more similar in meaning to rubber ball?,Bowling ball
Answer using only only word - croquet ball or hocky ball and not marble. Which is more similar in meaning to marble?,Croquet ball
Answer using only only word - beach ball or plum and not softball. Which is more similar in meaning to softball?,beach ball
Answer using only only word - lemon or beach ball and not baseball. Which is more similar in meaning to baseball?,beach ball
Answer using only only word - hocky ball or wiffle ball and not peach. Which is more similar in meaning to peach?,Hocky ball and wiffle ball are both more similar in meaning to peach
Answer using only only word - lime or globe and not nectarine. Which is more similar in meaning to nectarine?,Globe
Answer using only only word - grapefruit or watermelon and not walnut. Which is more similar in meaning to walnut?,grapefruit
Answer using only only word - softball or globe and not croquet ball. Which is more similar in meaning to croquet ball?,Softball
Answer using only only word - clementine or tomato and not softball. Which is more similar in meaning to softball?,tomato
Answer using only only word - blueberry or peach and not super ball. Which is more similar in meaning to super ball?,Blueberry
Answer using only only word - wiffle ball or plum and not grape. Which is more similar in meaning to grape?,Plum
Answer using only only word - volleyball or cherry and not MacIntosh apple. Which is more similar in meaning to MacIntosh apple?,cherry
Answer using only only word - brussel sprout or pumpkin and not lime. Which is more similar in meaning to lime?,Pumpkin
Answer using only only word - grapefruit or rubber ball and not grape. Which is more similar in meaning to grape?,Grapefruit
Answer using only only word - radish or billiard ball and not baseball. Which is more similar in meaning to baseball?,billiard ball
Answer using only only word - bowling ball or peach and not brussel sprout. Which is more similar in meaning to brussel sprout?,Peach
Answer using only only word - croquet ball or radish and not baseball. Which is more similar in meaning to baseball?,Croquet ball
Answer using only only word - grape or croquet ball and not cherry. Which is more similar in meaning to cherry?,grape
Answer using only only word - basketball or grape and not Granny Smith apple. Which is more similar in meaning to Granny Smith apple?,Basketball
Answer using only only word - orange or hocky ball and not tomato. Which is more similar in meaning to tomato?,orange
Answer using only only word - blueberry or bowling ball and not globe. Which is more similar in meaning to globe?,Blueberry
Answer using only only word - squash ball or onion and not tomato. Which is more similar in meaning to tomato?,Onion
Answer using only only word - kiwi or brussel sprout and not onion. Which is more similar in meaning to onion?,kiwi
Answer using only only word - medicine ball or golfball and not clementine. Which is more similar in meaning to clementine?,Clementine is more similar in meaning to medicine ball
Answer using only only word - MacIntosh apple or nectarine and not cherry. Which is more similar in meaning to cherry?,MacIntosh apple
Answer using only only word - crab apple or plum and not hocky ball. Which is more similar in meaning to hocky ball?,Crab apple
Answer using only only word - hocky ball or nectarine and not cantaloupe. Which is more similar in meaning to cantaloupe?,Nectarine
Answer using only only word - grapefruit or lime and not beach ball. Which is more similar in meaning to beach ball?,grapefruit
Answer using only only word - billiard ball or kiwi and not lime. Which is more similar in meaning to lime?,Kiwi
Answer using only only word - lemon or watermelon and not grape. Which is more similar in meaning to grape?,Lemon
Answer using only only word - lime or lemon and not olive. Which is more similar in meaning to olive?,Lime
Answer using only only word - super ball or billiard ball and not lime. Which is more similar in meaning to lime?,ball
Answer using only only word - walnut or MacIntosh apple and not tennis ball. Which is more similar in meaning to tennis ball?,Walnut
Answer using only only word - pumpkin or golfball and not tennis ball. Which is more similar in meaning to tennis ball?,golfball
Answer using only only word - marble or lime and not onion. Which is more similar in meaning to onion?,Marble is more similar in meaning to onion
Answer using only only word - pea or clementine and not croquet ball. Which is more similar in meaning to croquet ball?,clementine
Answer using only only word - clementine or yoga ball and not blueberry. Which is more similar in meaning to blueberry?,Clementine
Answer using only only word - walnut or rubber ball and not crab apple. Which is more similar in meaning to crab apple?,Walnut
Answer using only only word - brussel sprout or golfball and not grape. Which is more similar in meaning to grape?,Brussel sprout
Answer using only only word - beach ball or olive and not croquet ball. Which is more similar in meaning to croquet ball?,Beach ball
Answer using only only word - MacIntosh apple or beach ball and not billiard ball. Which is more similar in meaning to billiard ball?,MacIntosh apple
Answer using only only word - lime or marble and not blueberry. Which is more similar in meaning to blueberry?,marble
Answer using only only word - yoga ball or rubber ball and not brussel sprout. Which is more similar in meaning to brussel sprout?,rubber ball
Answer using only only word - baseball or globe and not clementine. Which is more similar in meaning to clementine?,baseball
Answer using only only word - yoga ball or soccer ball and not lime. Which is more similar in meaning to lime?,soccer ball
Answer using only only word - tomato or pumpkin and not orange. Which is more similar in meaning to orange?,Tomato is more similar in meaning to orange
Answer using only only word - basketball or radish and not globe. Which is more similar in meaning to globe?,Basketball
Answer using only only word - crab apple or globe and not kiwi. Which is more similar in meaning to kiwi?,Crab apple
Answer using only only word - cantaloupe or peach and not Granny Smith apple. Which is more similar in meaning to Granny Smith apple?,Cantaloupe
Answer using only only word - cantaloupe or super ball and not radish. Which is more similar in meaning to radish?,cantaloupe
Answer using only only word - watermelon or peach and not volleyball. Which is more similar in meaning to volleyball?,Watermelon
Answer using only only word - plum or super ball and not basketball. Which is more similar in meaning to basketball?,plum
Answer using only only word - radish or pingpong ball and not olive. Which is more similar in meaning to olive?,Radish
Answer using only only word - rubber ball or clementine and not tennis ball. Which is more similar in meaning to tennis ball?,rubber ball
Answer using only only word - soccer ball or hocky ball and not pingpong ball. Which is more similar in meaning to pingpong ball?,Soccer ball
Answer using only only word - rubber ball or Granny Smith apple and not medicine ball. Which is more similar in meaning to medicine ball?,Rubber ball
Answer using only only word - plum or marble and not lemon. Which is more similar in meaning to lemon?,Plum
Answer using only only word - nectarine or clementine and not golfball. Which is more similar in meaning to golfball?,Neither
Answer using only only word - orange or cantaloupe and not plum. Which is more similar in meaning to plum?,cantaloupe
Answer using only only word - plum or grapefruit and not lime. Which is more similar in meaning to lime?,grapefruit
Answer using only only word - volleyball or tennis ball and not olive. Which is more similar in meaning to olive?,tennis ball
Answer using only only word - watermelon or bowling ball and not pea. Which is more similar in meaning to pea?,Watermelon is more similar in meaning to pea
Answer using only only word - medicine ball or wiffle ball and not volleyball. Which is more similar in meaning to volleyball?,medicine ball
Answer using only only word - plum or croquet ball and not medicine ball. Which is more similar in meaning to medicine ball?,Plum
Answer using only only word - grapefruit or blueberry and not yoga ball. Which is more similar in meaning to yoga ball?,grapefruit
Answer using only only word - super ball or onion and not kiwi. Which is more similar in meaning to kiwi?,super ball
