"Generate an English prompt that check if ""has shiny metal blades"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] have shiny metal blades?
"Generate an English prompt that check if ""piano-like"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] piano-like?
"Generate an English prompt that check if ""roost hanging upside down"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] roosting hanging upside down?
"Generate an English prompt that check if ""has a platform that is 1 to 1.5 feet above the ground"" is true for an object. Use [placeholder] to represent the object","

Is [placeholder] elevated with a platform that is 1 to 1.5 feet above the ground?"
"Generate an English prompt that check if ""can make a toxin"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] have the ability to make a toxin?
"Generate an English prompt that check if ""has lots of seeds"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] have lots of seeds?
"Generate an English prompt that check if ""includes navy beans"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] include navy beans?
"Generate an English prompt that check if ""pull and twist it"" is true for an object. Use [placeholder] to represent the object",Have you tried to pull and twist [placeholder]?
"Generate an English prompt that check if ""may have a tone arm"" is true for an object. Use [placeholder] to represent the object","

Does [placeholder] may have a tone arm?"
"Generate an English prompt that check if ""has many small crunchy seeds"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] have many small crunchy seeds?
"Generate an English prompt that check if ""can be high like a pub table"" is true for an object. Use [placeholder] to represent the object","

Is [placeholder] high enough to be a pub table?"
"Generate an English prompt that check if ""is an oceanic mammal"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] an oceanic mammal?
"Generate an English prompt that check if ""use for irrigation"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] suitable for use for irrigation?
"Generate an English prompt that check if ""has to pass inspection"" is true for an object. Use [placeholder] to represent the object","

Does [placeholder] have to pass inspection?"
"Generate an English prompt that check if ""you can shelter from rain in it"" is true for an object. Use [placeholder] to represent the object","

Can [placeholder] shelter you from the rain?"
"Generate an English prompt that check if ""uses wax for fuel when burning"" is true for an object. Use [placeholder] to represent the object","

Does [placeholder] use wax for fuel when burning?"
"Generate an English prompt that check if ""is used to flavor yogurt"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] add flavor to yogurt?
"Generate an English prompt that check if ""may be used in paperweights"" is true for an object. Use [placeholder] to represent the object","

Is [placeholder] suitable to be used as a paperweight?"
"Generate an English prompt that check if ""may be garlicky"" is true for an object. Use [placeholder] to represent the object","

Does [placeholder] have a garlicky taste?"
"Generate an English prompt that check if ""usually has treads not tires"" is true for an object. Use [placeholder] to represent the object","

Does [placeholder] usually have treads instead of tires?"
"Generate an English prompt that check if ""can have longitudinal stripes"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] have the ability to have longitudinal stripes?
"Generate an English prompt that check if ""carpet"" is true for an object. Use [placeholder] to represent the object",Is the [placeholder] covered in carpet?
"Generate an English prompt that check if ""late summer ripe"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] ripe in late summer?
"Generate an English prompt that check if ""cosmetics"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] wearing cosmetics?
"Generate an English prompt that check if ""has devoted ""watchers"""" is true for an object. Use [placeholder] to represent the object",Does [placeholder] have devoted watchers?
"Generate an English prompt that check if ""make a dull thumping sound if you clap your hands together"" is true for an object. Use [placeholder] to represent the object","If you clap your hands together, does [placeholder] make a dull thumping sound?"
"Generate an English prompt that check if ""has center mirror"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] have a center mirror?
"Generate an English prompt that check if ""you can dry it out and make powders"" is true for an object. Use [placeholder] to represent the object",Can [placeholder] be dried out and made into powders?
"Generate an English prompt that check if ""sometimes is flat and layer-y"" is true for an object. Use [placeholder] to represent the object","

Is [placeholder] sometimes flat and layer-y?"
"Generate an English prompt that check if ""very short time in the 70s, there were pushbutton transmissions and that's the only time that there were cars wihtout a gearshift"" is true for an object. Use [placeholder] to represent the object",Is it true that [placeholder] had pushbutton transmissions in the 70s and was the only time cars were made without a gearshift?
"Generate an English prompt that check if ""may have toilet paper"" is true for an object. Use [placeholder] to represent the object",Do [placeholder] have toilet paper?
"Generate an English prompt that check if ""is tracked by foxhound"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] get tracked by Foxhound?
"Generate an English prompt that check if ""has one short horn and one longer horn"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] true to have one short horn and one longer horn?
"Generate an English prompt that check if ""can eat the white part"" is true for an object. Use [placeholder] to represent the object",Can I eat the white part of [placeholder]?
"Generate an English prompt that check if ""removes corks from wine bottles"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] remove corks from wine bottles?
"Generate an English prompt that check if ""may sell beverages"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] have the right to sell beverages?
"Generate an English prompt that check if ""is found on all the earth's continents"" is true for an object. Use [placeholder] to represent the object","

Is [placeholder] found on all the earth's continents?"
"Generate an English prompt that check if ""has a negative pole"" is true for an object. Use [placeholder] to represent the object","

Does [placeholder] have a negative pole?"
"Generate an English prompt that check if ""is related to cabbages"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] related to cabbages?
"Generate an English prompt that check if ""is round or oval"" is true for an object. Use [placeholder] to represent the object","

Is [placeholder] round or oval?"
"Generate an English prompt that check if ""part of car"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] part of a car?
"Generate an English prompt that check if ""used for making music"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] used for making music?
"Generate an English prompt that check if ""may be tan in color"" is true for an object. Use [placeholder] to represent the object","

Is [placeholder] may be tan in color?"
"Generate an English prompt that check if ""is not legal in some u.s. states"" is true for an object. Use [placeholder] to represent the object","

Is [placeholder] legal in some U.S. states?"
"Generate an English prompt that check if ""forsharing information"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] suitable for sharing information?
"Generate an English prompt that check if ""destroys old credit cards"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] destroy old credit cards?
"Generate an English prompt that check if ""spin webs from silk like proteins"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] spin webs from silk like proteins?
"Generate an English prompt that check if ""powered"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] powered?
"Generate an English prompt that check if ""kitchen utensils"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] a kitchen utensil?
"Generate an English prompt that check if ""dries into a prune"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] dry into a prune?
"Generate an English prompt that check if ""is used with liquids"" is true for an object. Use [placeholder] to represent the object","

Does [placeholder] work with liquids?"
"Generate an English prompt that check if ""better tv reception"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] provide better tv reception?
"Generate an English prompt that check if ""protection from the sun"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] provide protection from the sun?
"Generate an English prompt that check if ""some have a rainbow sheen"" is true for an object. Use [placeholder] to represent the object","

Does [placeholder] have a rainbow sheen?"
"Generate an English prompt that check if ""can be soft-closing"" is true for an object. Use [placeholder] to represent the object","

Does [placeholder] have the ability to be soft-closing?"
"Generate an English prompt that check if ""good with fish"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] good with fish?
"Generate an English prompt that check if ""can be made of synthetic material"" is true for an object. Use [placeholder] to represent the object","

Is it true that [placeholder] can be made of synthetic material?"
"Generate an English prompt that check if ""has a flat vertical surface"" is true for an object. Use [placeholder] to represent the object","

Does [placeholder] have a flat vertical surface?"
"Generate an English prompt that check if ""hearts may be pickled"" is true for an object. Use [placeholder] to represent the object",Is it true that [placeholder] can be pickled in hearts?
"Generate an English prompt that check if ""handles if not in a drumset"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] have handles if not in a drumset?
"Generate an English prompt that check if ""tooth decay"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] have tooth decay?
"Generate an English prompt that check if ""grazes"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] graze?
"Generate an English prompt that check if ""to get married"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] planning to get married?
"Generate an English prompt that check if ""lives in zoo"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] one of the animals that lives in the zoo?
"Generate an English prompt that check if ""with linen tablecloth"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] covered with a linen tablecloth?
"Generate an English prompt that check if ""wind powered"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] wind powered?
"Generate an English prompt that check if ""provides traction"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] provide traction?
"Generate an English prompt that check if ""packed with boxes"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] packed with boxes?
"Generate an English prompt that check if ""can feed to a cow"" is true for an object. Use [placeholder] to represent the object",Is it true that [placeholder] can feed to a cow?
"Generate an English prompt that check if ""is named for a pike weapon"" is true for an object. Use [placeholder] to represent the object","

Is [placeholder] named for a pike weapon?"
"Generate an English prompt that check if ""can be put in dishwasher"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] safe to put in the dishwasher?
"Generate an English prompt that check if ""it smells like a hospital; it feels cold on your skin"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] smell like a hospital and feel cold on your skin?
"Generate an English prompt that check if ""can be a helper"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] able to be a helper?
"Generate an English prompt that check if ""casserole ingredient"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] a casserole ingredient?
"Generate an English prompt that check if ""resembles rice"" is true for an object. Use [placeholder] to represent the object","

Does [placeholder] resemble rice?"
"Generate an English prompt that check if ""can be a signalling device"" is true for an object. Use [placeholder] to represent the object","

Is [placeholder] capable of being a signalling device?"
"Generate an English prompt that check if ""ak-47"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] equipped with an AK-47?
"Generate an English prompt that check if ""meadow flower"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] a meadow flower?
"Generate an English prompt that check if ""you can make furniture out of it"" is true for an object. Use [placeholder] to represent the object","

Do you think [placeholder] can be used to make furniture?"
"Generate an English prompt that check if ""has chamber"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] have a chamber?
"Generate an English prompt that check if ""volume markings"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] marked with volume markings?
"Generate an English prompt that check if ""can be a little black box on the porch"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] a little black box on the porch?
"Generate an English prompt that check if ""transform egg whites"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] able to transform egg whites?
"Generate an English prompt that check if ""makes food more interesting"" is true for an object. Use [placeholder] to represent the object",Do [placeholder] make food more interesting?
"Generate an English prompt that check if ""can be struck to start it burning"" is true for an object. Use [placeholder] to represent the object","

Does [placeholder] ignite when it is struck?"
"Generate an English prompt that check if ""craving"" is true for an object. Use [placeholder] to represent the object",Do you have a [placeholder] craving?
"Generate an English prompt that check if ""leaves may rustle in the wind"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] rustle in the wind like leaves do?
"Generate an English prompt that check if ""used for some jobs"" is true for an object. Use [placeholder] to represent the object",Do [placeholder]s typically get used for some jobs?
"Generate an English prompt that check if ""pour it into a bowl"" is true for an object. Use [placeholder] to represent the object",Did you [placeholder] pour it into a bowl?
"Generate an English prompt that check if ""journalist"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] a journalist?
"Generate an English prompt that check if ""is used to store valuables"" is true for an object. Use [placeholder] to represent the object","

Is [placeholder] used to store valuables?"
"Generate an English prompt that check if ""looks bright"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] look bright?
"Generate an English prompt that check if ""bristles are flexible"" is true for an object. Use [placeholder] to represent the object",Are the [placeholder] bristles flexible?
"Generate an English prompt that check if ""make bread"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] make bread?
"Generate an English prompt that check if ""includes saxophone"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] include a saxophone?
"Generate an English prompt that check if ""has wing-shaped protrusions from the end opposite the neck"" is true for an object. Use [placeholder] to represent the object","

Does [placeholder] have wing-shaped protrusions from the end opposite the neck?"
"Generate an English prompt that check if ""undomesticated"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] undomesticated?
"Generate an English prompt that check if ""sewing"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] capable of sewing?
"Generate an English prompt that check if ""support immunity"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] support immunity?
"Generate an English prompt that check if ""air popped"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] air popped?
"Generate an English prompt that check if ""yellow eyes"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] have yellow eyes?
"Generate an English prompt that check if ""firm and flexible"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] both firm and flexible?
"Generate an English prompt that check if ""is kept in a jewelry box"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] kept in a jewelry box?
"Generate an English prompt that check if ""death"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] dead?
"Generate an English prompt that check if ""females has orange eggs"" is true for an object. Use [placeholder] to represent the object",Do [placeholder] females have orange eggs?
"Generate an English prompt that check if ""plush"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] a plush object?
"Generate an English prompt that check if ""looks delicious"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] look delicious?
"Generate an English prompt that check if ""gives flavor to foods"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] give flavor to foods?
"Generate an English prompt that check if ""transportable bed"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] a transportable bed?
"Generate an English prompt that check if ""let someone borrow some"" is true for an object. Use [placeholder] to represent the object",Do you [placeholder] to let someone borrow some?
"Generate an English prompt that check if ""cost varies widely"" is true for an object. Use [placeholder] to represent the object","

Do [placeholder] cost vary widely?"
"Generate an English prompt that check if ""shrimp looking"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] shrimp looking?
"Generate an English prompt that check if ""huge/fat"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] huge/fat?
"Generate an English prompt that check if ""howling is scary and also lonesome sounding"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] howling both scary and lonesome sounding?
"Generate an English prompt that check if ""word weasel has a negative connotation"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] have a negative connotation when referred to as 'word weasel'?
"Generate an English prompt that check if ""has view finder"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] have a view finder?
"Generate an English prompt that check if ""can be white or black or brown"" is true for an object. Use [placeholder] to represent the object","

Is [placeholder] able to be white, black, or brown?"
"Generate an English prompt that check if ""can have cotton twists"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] have the ability to have cotton twists?
"Generate an English prompt that check if ""brown candy bar"" is true for an object. Use [placeholder] to represent the object",Is the [placeholder] a brown candy bar?
"Generate an English prompt that check if ""trainable"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] trainable?
"Generate an English prompt that check if ""bars"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] open for business at the bar?
"Generate an English prompt that check if ""great as a yogurt topping"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] great as a yogurt topping?
"Generate an English prompt that check if ""smells when cooked"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] smell when cooked?
"Generate an English prompt that check if ""may use gravel as makeshift teeth"" is true for an object. Use [placeholder] to represent the object",Is it true that [placeholder] may use gravel as makeshift teeth?
"Generate an English prompt that check if ""includes oyster shell"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] include oyster shell?
"Generate an English prompt that check if ""may whir"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] make a whirring sound when it is in motion?
"Generate an English prompt that check if ""can pull a cart or carriage or plow"" is true for an object. Use [placeholder] to represent the object","

Does [placeholder] have the ability to pull a cart, carriage, or plow?"
"Generate an English prompt that check if ""is fired out of a gun"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] fired out of a gun?
"Generate an English prompt that check if ""has red-skinned stalks"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] have red-skinned stalks?
"Generate an English prompt that check if ""glass body"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] made of glass?
"Generate an English prompt that check if ""made with big flat noodles"" is true for an object. Use [placeholder] to represent the object","

Is [placeholder] made with big flat noodles?"
"Generate an English prompt that check if ""contains arsenic"" is true for an object. Use [placeholder] to represent the object",

Does [placeholder] contain arsenic?"
"Generate an English prompt that check if ""difficult to remove"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] difficult to remove?
"Generate an English prompt that check if ""has a green peel when unripe"" is true for an object. Use [placeholder] to represent the object","

Is [placeholder] unripe and does it have a green peel?"
"Generate an English prompt that check if ""is beneficial"" is true for an object. Use [placeholder] to represent the object",Do [placeholder] provide any beneficial effects?
"Generate an English prompt that check if ""is used to carry stuff"" is true for an object. Use [placeholder] to represent the object",Do [placeholder]s typically get used to carry stuff?
"Generate an English prompt that check if ""sounds mellow"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] sound mellow?
"Generate an English prompt that check if ""i am impressed by their flying ability"" is true for an object. Use [placeholder] to represent the object",Do [placeholder] impress you with their flying ability?
"Generate an English prompt that check if ""requires maintenance"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] require maintenance?
"Generate an English prompt that check if ""make it"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] make it?
"Generate an English prompt that check if ""part of 'tempest in a teapot' saying"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] really a tempest in a teapot?
"Generate an English prompt that check if ""small orange"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] a small orange?
"Generate an English prompt that check if ""can't go more than 40 miles an hour"" is true for an object. Use [placeholder] to represent the object",Is it true that [placeholder] can't go more than 40 miles an hour?
"Generate an English prompt that check if ""march it"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] marching it?
"Generate an English prompt that check if ""is a standard salad addition"" is true for an object. Use [placeholder] to represent the object","

Is [placeholder] a standard salad addition?"
"Generate an English prompt that check if ""looks nice as a garnish on food"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] look nice as a garnish on food?
"Generate an English prompt that check if ""can be filled"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] have the capacity to be filled?
"Generate an English prompt that check if ""is greenish grey color"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] greenish grey in color?
"Generate an English prompt that check if ""obituaries"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] an obituary?
"Generate an English prompt that check if ""can be plaid or solid or floral, or have a logo"" is true for an object. Use [placeholder] to represent the object","

Is [placeholder] available in plaid, solid, floral, or with a logo?"
"Generate an English prompt that check if ""may have growth rings"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] have growth rings?
"Generate an English prompt that check if ""may be kept in the garage"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] able to be kept in the garage?
"Generate an English prompt that check if ""is used as filling"" is true for an object. Use [placeholder] to represent the object","

Is [placeholder] used as a filling?"
"Generate an English prompt that check if ""may have propellers"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] may have propellers?
"Generate an English prompt that check if ""usually has a cylindrical shape"" is true for an object. Use [placeholder] to represent the object","

Is [placeholder] usually cylindrical in shape?"
"Generate an English prompt that check if ""can be gardened"" is true for an object. Use [placeholder] to represent the object","

Does [placeholder] have the potential to be gardened?"
"Generate an English prompt that check if ""used to grow new trees"" is true for an object. Use [placeholder] to represent the object",Do [placeholder] used to grow new trees?
"Generate an English prompt that check if ""frying"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] capable of frying?
"Generate an English prompt that check if ""including a drum set in a song makes it more lively"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] sound more lively when a drum set is included in the song?
"Generate an English prompt that check if ""collects dust"" is true for an object. Use [placeholder] to represent the object","

Does [placeholder] collect dust?"
"Generate an English prompt that check if ""sidewalk version is for outgoing mail only"" is true for an object. Use [placeholder] to represent the object",Is the [placeholder] sidewalk version only for outgoing mail?
"Generate an English prompt that check if ""has a drawer for blank paper"" is true for an object. Use [placeholder] to represent the object","

Does [placeholder] have a drawer for blank paper?"
"Generate an English prompt that check if ""pages"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] made up of multiple pages?
"Generate an English prompt that check if ""sometimes served with jam"" is true for an object. Use [placeholder] to represent the object","

Do [placeholder] sometimes come served with jam?"
"Generate an English prompt that check if ""is about an inch long in the shell"" is true for an object. Use [placeholder] to represent the object","

Is [placeholder] about an inch long in the shell?"
"Generate an English prompt that check if ""can wait for one to deliver something i bought"" is true for an object. Use [placeholder] to represent the object",Do I have to wait for [placeholder] to be delivered?
"Generate an English prompt that check if ""white,red, or yellow"" is true for an object. Use [placeholder] to represent the object","Is [placeholder] white, red, or yellow?"
"Generate an English prompt that check if ""is massive in size"" is true for an object. Use [placeholder] to represent the object","

Is [placeholder] massive in size?"
"Generate an English prompt that check if ""romantic feelings"" is true for an object. Use [placeholder] to represent the object",Do you have any romantic feelings for [placeholder]?
"Generate an English prompt that check if ""has flower on top"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] have a flower on top?
"Generate an English prompt that check if ""usually includes lamb"" is true for an object. Use [placeholder] to represent the object","

Does [placeholder] usually include lamb?"
"Generate an English prompt that check if ""you can slice it"" is true for an object. Use [placeholder] to represent the object","

Do [placeholder] have the ability to be sliced?"
"Generate an English prompt that check if ""handle can be acrylic"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] able to be made with acrylic handle?
"Generate an English prompt that check if ""walks around trees"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] walk around trees?
"Generate an English prompt that check if ""open in front"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] open in front?
"Generate an English prompt that check if ""sounds like a loud babbling brook, like rushing water; smells fresh"" is true for an object. Use [placeholder] to represent the object","

Does [placeholder] sound like a loud babbling brook, like rushing water, and smell fresh?"
"Generate an English prompt that check if ""may make you feel accomplished"" is true for an object. Use [placeholder] to represent the object",Do you feel accomplished when you [placeholder]?
"Generate an English prompt that check if ""has sis legs"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] have six legs?
"Generate an English prompt that check if ""has a front panel"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] have a front panel?
"Generate an English prompt that check if ""is used to lift food"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] use to lift food?
"Generate an English prompt that check if ""is hot when falling"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] hot when falling?
"Generate an English prompt that check if ""can be used by wealthy people to fly between homes"" is true for an object. Use [placeholder] to represent the object","

Is [placeholder] a mode of transportation that can be used by wealthy people to fly between homes?"
"Generate an English prompt that check if ""is for a graduation"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] for a graduation?
"Generate an English prompt that check if ""cooling"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] cooling?
"Generate an English prompt that check if ""has fur with black spots"" is true for an object. Use [placeholder] to represent the object","

Does [placeholder] have fur with black spots?"
"Generate an English prompt that check if ""can, in macrame, look very intricate"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] a macrame object that looks very intricate?
"Generate an English prompt that check if ""tastes hot"" is true for an object. Use [placeholder] to represent the object","

Does [placeholder] taste hot?"
"Generate an English prompt that check if ""grows above ground"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] grow above ground?
"Generate an English prompt that check if ""used for gouging wood"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] used for gouging wood?
"Generate an English prompt that check if ""eat plants,fungi"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] eat plants and fungi?
"Generate an English prompt that check if ""hard when unripe"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] hard when unripe?
"Generate an English prompt that check if ""used in battles"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] used in battles?
"Generate an English prompt that check if ""shows the minute"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] show the minute?
"Generate an English prompt that check if ""aka burial grounds"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] an aka burial ground?
"Generate an English prompt that check if ""is a type of food"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] a type of food?
"Generate an English prompt that check if ""you can take it camping"" is true for an object. Use [placeholder] to represent the object",Do [placeholder] have the necessary features to take it camping?
"Generate an English prompt that check if ""usually short time"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] usually a short time?
"Generate an English prompt that check if ""lays huge eggs"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] lay huge eggs?
"Generate an English prompt that check if ""try not to hit it"" is true for an object. Use [placeholder] to represent the object",Is it possible to [placeholder] without hitting it?
"Generate an English prompt that check if ""has a crown"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] have a crown?
"Generate an English prompt that check if ""makes a shattering sound if dropped"" is true for an object. Use [placeholder] to represent the object","

Does [placeholder] make a shattering sound if dropped?"
"Generate an English prompt that check if ""may have stewards"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] may have stewards?
"Generate an English prompt that check if ""mug"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] a mug?
"Generate an English prompt that check if ""can be mounted on a tank"" is true for an object. Use [placeholder] to represent the object","

Does [placeholder] have the capability to be mounted on a tank?"
"Generate an English prompt that check if ""like a peach"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] as sweet as a peach?
"Generate an English prompt that check if ""corky"" is true for an object. Use [placeholder] to represent the object",Is [placeholder] corky?
"Generate an English prompt that check if ""requires helmet"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] require a helmet?
"Generate an English prompt that check if ""provides warmth"" is true for an object. Use [placeholder] to represent the object",Does [placeholder] provide warmth?
"Generate an English prompt that check if ""can be cream colored"" is true for an object. Use [placeholder] to represent the object","

Is [placeholder] cream colored?"
